Seq,DH137,DH138,DH139,DH140,DH141,DH142,DH143,DH144
DH_15491,0,0,0,0,0,0,0,0
DH_15492,0,0,0,0,0,0,0,0
DH_15493,0,0,0,0,0,0,0,0
DH_15494,0,0,0,0,0,0,0,0
DH_15495,0,0,0,0,0,0,0,0
DH_15496,0,0,0,0,0,0,0,0
DH_15497,0,0,0,0,0,0,0,0
DH_15498,0,0,0,0,0,0,0,0
DH_15499,0,0,0,0,0,0,0,0
DH_15500,0,0,0,0,0,0,0,0
DH_15501,0,0,0,0,0,0,0,0
DH_15502,0,0,0,0,0,0,0,0
DH_15503,0,0,0,0,0,0,0,0
DH_15504,0,0,0,0,0,0,0,0
DH_15505,0,0,0,0,0,0,0,0
DH_15506,0,0,0,0,0,0,0,0
DH_15507,0,0,0,0,0,0,0,0
DH_15508,0,0,0,0,0,0,0,0
DH_15509,0,0,0,0,0,0,0,0
DH_15510,0,0,0,0,0,0,0,0
DH_15511,0,0,0,0,0,0,0,0
DH_15512,0,0,0,0,0,0,0,0
DH_15513,0,0,0,0,0,0,0,0
DH_15514,0,0,0,0,0,0,0,0
DH_15515,0,0,0,0,0,0,0,0
DH_15516,0,0,0,0,0,0,0,0
DH_15517,0,0,0,0,0,0,0,0
DH_15518,0,0,0,0,0,0,0,0
DH_15519,0,0,0,0,0,0,0,0
DH_15520,0,0,0,0,0,0,0,0
DH_15521,0,0,0,0,0,0,0,0
DH_15522,0,0,0,0,0,0,0,0
DH_15523,0,0,0,0,0,0,0,0
DH_15524,0,0,0,0,0,0,0,0
DH_15525,0,0,0,0,0,0,0,0
DH_15526,0,0,0,0,0,0,0,0
DH_15527,0,0,0,0,0,0,0,0
DH_15528,0,0,0,0,0,0,0,0
DH_15529,0,0,0,0,0,0,0,0
DH_15530,0,0,0,0,0,0,0,0
DH_15531,0,0,0,0,0,0,0,0
DH_15532,0,0,0,0,0,0,0,0
DH_15533,0,0,0,0,0,0,0,0
DH_15534,0,0,0,0,0,0,0,0
DH_15535,0,0,0,0,0,0,0,0
DH_15536,0,0,0,0,0,0,0,0
DH_15537,0,0,0,0,0,0,0,0
DH_15538,0,0,0,0,0,0,0,0
DH_15539,0,0,0,0,0,0,0,0
DH_15540,0,0,0,0,0,0,0,0
DH_15541,0,0,0,0,0,0,0,0
DH_15542,0,0,0,0,0,3,0,0
DH_15543,0,0,0,0,0,0,0,0
DH_15544,0,0,0,0,0,0,0,0
DH_15545,0,0,0,0,0,0,0,0
DH_15546,0,0,0,0,0,0,0,0
DH_15547,0,0,0,0,0,0,0,0
DH_15548,0,0,0,0,0,0,0,0
DH_15549,0,0,0,0,0,0,0,0
DH_15550,0,0,0,0,0,0,0,0
DH_15551,0,0,0,0,0,0,0,0
DH_15552,0,0,0,0,0,0,0,0
DH_15553,0,0,0,0,0,0,0,0
DH_15554,0,0,0,0,0,0,0,0
DH_15555,0,0,0,0,0,0,0,0
DH_15556,0,0,0,0,0,0,0,0
DH_15557,0,0,0,0,0,0,0,0
DH_15558,0,0,0,0,0,0,0,0
DH_15559,0,0,0,0,0,0,0,0
DH_15560,0,0,0,0,0,0,0,0
DH_15561,0,0,0,0,0,0,0,0
DH_15562,0,0,0,0,0,0,0,0
DH_15563,0,0,0,0,0,0,0,0
DH_15564,0,0,0,0,0,0,0,0
DH_15565,0,0,0,0,0,0,0,0
DH_15566,0,0,0,0,0,0,0,0
DH_15567,0,0,0,0,0,0,0,0
DH_15568,0,0,0,0,0,0,0,0
DH_15569,0,0,0,0,0,0,0,0
DH_15570,0,0,0,0,0,0,0,0
DH_15571,0,0,0,0,0,0,0,0
DH_15572,0,0,0,0,0,0,0,0
DH_15573,0,0,0,0,0,0,0,0
DH_15574,0,0,0,0,0,0,0,0
DH_15575,0,0,0,0,0,0,0,0
DH_15576,0,0,0,0,0,0,0,0
DH_15577,0,0,0,0,0,0,0,0
DH_15578,0,0,0,0,0,0,0,0
DH_15579,0,0,0,0,0,0,0,0
DH_15580,0,0,0,0,0,0,0,0
DH_15581,0,0,0,0,0,0,0,0
DH_15582,0,0,0,0,0,0,0,0
DH_15583,0,0,0,0,0,0,0,0
DH_15584,0,0,0,0,0,0,0,0
DH_15585,0,0,0,0,0,0,0,0
DH_15586,0,0,0,0,0,0,0,0
DH_15587,0,0,0,0,0,0,0,0
DH_15588,0,0,0,0,0,0,0,0
DH_15589,0,0,0,0,0,0,0,0
DH_15590,0,0,0,0,0,0,0,0
DH_15591,0,0,0,0,0,0,0,0
DH_15592,0,0,0,0,0,0,0,0
DH_15593,0,0,0,0,0,0,0,0
DH_15594,0,0,0,0,0,0,0,0
DH_15595,0,0,0,0,0,0,0,0
DH_15596,0,0,0,0,0,0,0,0
DH_15597,0,0,0,0,0,0,0,0
DH_15598,0,0,0,0,0,0,0,0
DH_15599,0,0,0,0,0,0,0,0
DH_15600,0,0,0,0,0,0,0,0
DH_15601,0,0,0,0,0,0,0,0
DH_15602,0,0,0,0,0,0,0,0
DH_15603,0,0,0,0,0,0,0,0
DH_15604,0,0,0,0,0,0,0,0
DH_15605,0,0,0,0,0,0,0,0
DH_15606,0,0,0,0,0,0,0,0
DH_15607,0,0,0,0,0,0,0,0
DH_15608,0,0,0,0,0,0,0,0
DH_15609,0,0,0,0,0,0,0,0
DH_15610,0,0,0,0,0,0,0,0
DH_15611,0,0,0,0,0,0,0,0
DH_15612,0,0,0,0,0,0,0,0
DH_15613,0,0,0,0,0,0,0,0
DH_15614,0,0,0,0,0,0,0,0
DH_15615,0,0,0,0,0,0,0,0
DH_15616,0,0,0,0,0,0,0,0
DH_15617,0,0,0,0,0,0,0,0
DH_15618,0,0,0,0,0,0,0,0
DH_15619,0,0,0,0,0,0,0,0
DH_15620,0,0,0,0,0,0,0,0
DH_15621,0,0,0,0,0,0,0,0
DH_15622,0,0,0,0,0,0,0,0
DH_15623,0,0,0,0,0,0,0,0
DH_15624,0,0,0,0,0,0,0,0
DH_15625,0,0,0,0,0,0,0,0
DH_15626,0,0,0,0,0,0,0,0
DH_15627,0,0,0,0,0,0,0,0
DH_15628,0,0,0,0,0,0,0,0
DH_15629,0,0,0,0,0,0,0,0
DH_15630,0,0,0,0,0,0,0,0
DH_15631,0,0,0,0,0,0,0,0
DH_15632,0,0,0,0,0,0,0,0
DH_15633,0,0,0,0,0,0,0,0
DH_15634,0,0,0,0,0,0,0,0
DH_15635,0,0,0,0,0,0,0,0
DH_15636,0,0,0,0,0,0,0,0
DH_15637,0,0,0,0,0,0,0,0
DH_15638,0,0,0,0,0,0,0,0
DH_15639,0,0,0,0,0,0,0,0
DH_15640,0,0,0,0,0,0,0,0
DH_15641,0,0,0,0,0,0,0,0
DH_15642,0,0,0,0,0,0,0,0
DH_15643,0,0,0,0,0,0,0,0
DH_15644,0,0,0,0,0,0,0,0
DH_15645,0,0,0,0,0,0,0,0
DH_15646,0,0,0,0,0,0,0,0
DH_15647,0,0,0,0,0,0,0,0
DH_15648,0,0,0,0,0,0,0,0
DH_15649,0,0,0,0,0,0,0,0
DH_15650,0,0,0,0,0,0,0,0
DH_15651,0,0,0,0,0,0,0,0
DH_15652,0,0,0,0,0,0,0,0
DH_15653,0,0,0,0,0,0,0,0
DH_15654,0,0,0,0,0,0,0,0
DH_15655,0,0,0,0,0,0,0,0
DH_15656,0,0,0,0,0,0,0,0
DH_15657,0,0,0,0,0,0,0,0
DH_15658,0,0,0,0,0,0,0,0
DH_15659,0,0,0,0,0,0,0,0
DH_15660,0,0,0,0,0,0,0,0
DH_15661,0,0,0,0,0,0,0,0
DH_15662,0,0,0,0,0,0,0,0
DH_15663,0,0,0,0,0,0,0,0
DH_15664,0,0,0,0,0,0,0,0
DH_15665,0,0,0,0,0,0,0,0
DH_15666,0,0,0,0,0,0,0,0
DH_15667,0,0,0,0,0,0,0,0
DH_15668,0,0,0,0,0,0,0,0
DH_15669,0,0,0,0,0,0,0,0
DH_15670,0,0,0,0,0,0,0,0
DH_15671,0,0,0,0,0,0,0,0
DH_15672,0,0,0,0,0,0,0,0
DH_15673,0,0,0,0,0,0,0,0
DH_15674,0,0,0,0,0,0,0,0
DH_15675,0,0,0,0,0,0,0,0
DH_15676,0,0,0,0,0,0,0,0
DH_15677,0,0,0,0,0,0,0,0
DH_15678,0,0,0,0,0,0,0,0
DH_15679,0,0,0,0,0,0,0,0
DH_15680,0,0,0,0,0,0,0,0
DH_15681,0,0,0,0,0,0,0,0
DH_15682,0,0,0,0,0,0,0,0
DH_15683,0,0,0,0,0,0,0,0
DH_15684,0,0,0,0,0,0,0,0
DH_15685,0,0,0,0,0,0,0,0
DH_15686,0,0,0,0,0,0,0,0
DH_15687,0,0,0,0,0,0,0,0
DH_15688,0,0,0,0,0,0,0,0
DH_15689,0,0,0,0,0,0,0,0
DH_15690,0,0,0,0,0,0,0,0
DH_15691,0,0,0,0,0,0,0,0
DH_15692,0,0,0,0,0,0,0,0
DH_15693,0,0,0,0,0,0,0,0
DH_15694,0,0,0,0,0,0,0,0
DH_15695,0,0,0,0,0,0,0,0
DH_15696,0,0,0,0,0,0,0,0
DH_15697,0,0,0,0,0,0,0,0
DH_15698,0,0,0,0,0,0,0,0
DH_15699,0,0,0,0,0,0,0,0
DH_15700,0,0,0,0,0,0,0,0
DH_15701,0,0,0,0,0,0,0,0
DH_15702,0,0,0,0,0,0,0,0
DH_15703,0,0,0,0,0,0,0,0
DH_15704,0,0,0,0,0,0,0,0
DH_15705,0,0,0,0,0,0,0,0
DH_15706,0,0,0,0,0,0,0,0
DH_15707,0,0,0,0,0,0,0,0
DH_15708,0,0,0,0,0,0,0,0
DH_15709,0,0,0,0,0,0,0,0
DH_15710,0,0,0,0,0,0,0,0
DH_15711,0,0,0,0,0,0,0,0
DH_15712,0,0,0,0,0,0,0,0
DH_15713,0,0,0,0,0,0,0,0
DH_15714,0,0,0,0,0,0,0,0
DH_15715,0,0,0,0,0,0,0,0
DH_15716,0,0,0,0,0,0,0,0
DH_15717,0,0,0,0,0,0,0,0
DH_15718,0,0,0,0,0,0,0,0
DH_15719,0,0,0,0,0,0,0,0
DH_15720,0,0,0,0,0,0,0,0
DH_15721,0,0,0,0,0,0,0,0
DH_15722,0,0,0,0,0,0,0,0
DH_15723,0,0,0,0,0,0,0,0
DH_15724,0,0,0,0,0,0,0,0
DH_15725,0,0,0,0,0,0,0,0
DH_15726,0,0,0,0,0,0,0,0
DH_15727,0,0,0,0,0,0,0,0
DH_15728,0,0,0,0,0,0,0,0
DH_15729,0,0,0,0,0,0,0,0
DH_15730,0,0,0,0,0,0,0,0
DH_15731,0,0,0,0,0,0,0,0
DH_15732,0,0,0,0,0,0,0,0
DH_15733,0,0,0,0,0,0,0,0
DH_15734,0,0,0,0,0,0,0,0
DH_15735,0,0,0,0,0,0,0,0
DH_15736,0,0,0,0,0,0,0,0
DH_15737,0,0,0,0,0,0,0,0
DH_15738,0,0,0,0,0,0,0,0
DH_15739,0,0,0,0,0,0,0,0
DH_15740,0,0,0,0,0,0,0,0
DH_15741,0,0,0,0,0,0,0,0
DH_15742,0,0,0,0,0,0,0,0
DH_15743,0,0,0,0,0,0,0,0
DH_15744,0,0,0,0,0,0,0,0
DH_15745,0,0,0,0,0,0,0,0
DH_15746,0,0,0,0,0,0,0,0
DH_15747,0,0,0,0,0,0,0,0
DH_15748,0,0,0,0,0,0,0,0
DH_15749,0,0,0,0,0,0,0,0
DH_15750,0,0,0,0,0,0,0,0
DH_15751,0,0,0,0,0,0,0,0
DH_15752,0,0,0,0,0,0,0,0
DH_15753,0,0,0,0,0,0,0,0
DH_15754,0,0,0,0,0,0,0,0
DH_15755,0,0,0,0,0,0,0,0
DH_15756,0,0,0,0,0,0,0,0
DH_15757,0,0,0,0,0,0,0,0
DH_15758,0,0,0,0,0,0,0,0
DH_15759,0,0,0,0,0,0,0,0
DH_15760,0,0,0,0,0,0,0,0
DH_15761,0,0,0,0,0,0,0,0
DH_15762,0,0,0,0,0,0,0,0
DH_15763,0,0,0,0,0,0,0,0
DH_15764,0,0,0,0,0,0,0,0
DH_15765,0,0,0,0,0,0,0,0
DH_15766,0,0,0,0,0,0,0,0
DH_15767,0,0,0,0,0,0,0,0
DH_15768,0,0,0,0,0,0,0,0
DH_15769,0,0,0,0,0,0,0,0
DH_15770,0,0,0,0,0,0,0,0
DH_15771,0,0,0,0,0,0,0,0
DH_15772,0,0,0,0,0,0,0,0
DH_15773,0,0,0,0,0,0,0,0
DH_15774,0,0,0,0,0,0,0,0
DH_15775,0,0,0,0,0,0,0,0
DH_15776,0,0,0,0,0,0,0,0
DH_15777,0,0,0,0,0,0,0,0
DH_15778,0,0,0,0,0,0,0,0
DH_15779,0,0,0,0,0,0,0,0
DH_15780,0,0,0,0,0,0,0,0
DH_15781,0,0,0,0,0,0,0,0
DH_15782,0,0,0,0,0,0,0,0
DH_15783,0,0,0,0,0,0,0,0
DH_15784,0,0,0,0,0,0,0,0
DH_15785,0,0,0,0,0,0,0,0
DH_15786,0,0,0,0,0,0,0,0
DH_15787,0,0,0,0,0,0,0,0
DH_15788,0,0,0,0,0,0,0,0
DH_15789,0,0,0,0,0,0,0,0
DH_15790,0,0,0,0,0,0,0,0
DH_15791,0,0,0,0,0,0,0,0
DH_15792,0,0,0,0,0,0,0,0
DH_15793,0,0,0,0,0,0,0,0
DH_15794,0,0,0,0,0,0,0,0
DH_15795,0,0,0,0,0,0,0,0
DH_15796,0,0,0,0,0,0,0,0
DH_15797,0,0,0,0,0,0,0,0
DH_15798,0,0,0,0,0,0,0,0
DH_15799,0,0,0,0,0,0,0,0
DH_15800,0,0,0,0,0,0,0,0
DH_15801,0,0,0,0,0,0,0,0
DH_15802,0,0,0,0,0,0,0,0
DH_15803,0,0,0,0,0,0,0,0
DH_15804,0,0,0,0,0,0,0,0
DH_15805,0,0,0,0,0,0,0,0
DH_15806,0,0,0,0,0,0,0,0
DH_15807,0,0,0,0,0,0,0,0
DH_15808,0,0,0,0,0,0,0,0
DH_15809,0,0,0,0,0,0,0,0
DH_15810,0,0,0,0,0,0,0,0
DH_15811,0,0,0,0,0,0,0,0
DH_15812,0,0,0,0,0,0,0,0
DH_15813,0,0,0,0,0,0,0,0
DH_15814,0,0,0,0,0,0,0,0
DH_15815,0,0,0,0,0,0,0,0
DH_15816,0,0,0,0,0,0,0,0
DH_15817,0,0,0,0,0,0,0,0
DH_15818,0,0,0,0,0,0,0,0
DH_15819,0,0,0,0,0,0,0,0
DH_15820,0,0,0,0,0,0,0,0
DH_15821,0,0,0,0,0,0,0,0
DH_15822,0,0,0,0,0,0,0,0
DH_15823,0,0,0,0,0,0,0,0
DH_15824,0,0,0,0,0,0,0,0
DH_15825,0,0,0,0,0,0,0,0
DH_15826,0,0,0,0,0,0,0,0
DH_15827,0,0,0,0,0,0,0,0
DH_15828,0,0,0,0,0,0,0,0
DH_15829,0,0,0,0,0,0,0,0
DH_15830,0,0,0,0,0,0,0,0
DH_15831,0,0,0,0,0,0,0,0
DH_15832,0,0,0,0,0,0,0,0
DH_15833,0,0,0,0,0,0,0,0
DH_15834,0,0,0,0,0,0,0,0
DH_15835,0,0,0,0,0,0,0,0
DH_15836,0,0,0,0,0,0,0,0
DH_15837,0,0,0,0,0,0,0,0
DH_15838,0,0,0,0,0,0,0,0
DH_15839,0,0,0,0,0,0,0,0
DH_15840,0,0,0,0,0,0,0,0
DH_15841,0,0,0,0,0,0,0,0
DH_15842,0,0,0,0,0,0,0,0
DH_15843,0,0,0,0,0,0,0,0
DH_15844,0,0,0,0,0,0,0,0
DH_15845,0,0,0,0,0,0,0,0
DH_15846,0,0,0,0,0,0,0,0
DH_15847,0,0,0,0,0,0,0,0
DH_15848,0,0,0,0,0,0,0,0
DH_15849,0,0,0,0,0,0,0,0
DH_15850,0,0,0,0,0,0,0,0
DH_15851,0,0,0,0,0,0,0,0
DH_15852,0,0,0,0,0,0,0,0
DH_15853,0,0,0,0,0,0,0,0
DH_15854,0,0,0,0,0,0,0,0
DH_15855,0,0,0,0,0,0,0,0
DH_15856,0,0,0,0,0,0,0,0
DH_15857,0,0,0,0,0,0,0,0
DH_15858,0,0,0,0,0,0,0,0
DH_15859,0,0,0,0,0,0,0,0
DH_15860,0,0,0,0,0,0,0,0
DH_15861,0,0,0,0,0,0,0,0
DH_15862,0,0,0,0,0,0,0,0
DH_15863,0,0,0,0,0,0,0,0
DH_15864,0,0,0,0,0,0,0,0
DH_15865,0,0,0,0,0,0,0,0
DH_15866,0,0,0,0,0,0,0,0
DH_15867,0,0,0,0,0,0,0,0
DH_15868,0,0,0,0,0,0,0,0
DH_15869,0,0,0,0,0,0,0,0
DH_15870,0,0,0,0,0,0,0,0
DH_15871,0,0,0,0,0,0,0,0
DH_15872,0,0,0,0,0,0,0,0
DH_15873,0,0,0,0,0,0,0,0
DH_15874,0,0,0,0,0,0,0,0
DH_15875,0,0,0,0,0,0,0,0
DH_15876,0,0,0,0,0,0,0,0
DH_15877,0,0,0,0,0,0,0,0
DH_15878,0,0,0,0,0,0,0,0
DH_15879,0,0,0,0,0,0,0,0
DH_15880,0,0,0,0,0,0,0,0
DH_15881,0,0,0,0,0,0,0,0
DH_15882,0,0,0,0,0,0,0,0
DH_15883,0,0,0,0,0,0,0,0
DH_15884,0,0,0,0,0,0,0,0
DH_15885,0,0,0,0,0,0,0,0
DH_15886,0,0,0,0,0,0,0,0
DH_15887,0,0,0,0,0,0,0,0
DH_15888,0,0,0,0,0,0,0,0
DH_15889,0,0,0,0,0,0,0,0
DH_15890,0,0,0,0,0,0,0,0
DH_15891,0,0,0,0,0,0,0,0
DH_15892,0,0,0,0,0,0,0,0
DH_15893,0,0,0,0,0,0,0,0
DH_15894,0,0,0,0,0,0,0,0
DH_15895,0,0,0,0,0,0,0,0
DH_15896,0,0,0,0,0,0,0,0
DH_15897,0,0,0,0,0,0,0,0
DH_15898,0,0,0,0,0,0,0,0
DH_15899,0,0,0,0,0,0,0,0
DH_15900,0,0,0,0,0,0,0,0
DH_15901,0,0,0,0,0,0,0,0
DH_15902,0,0,0,0,0,0,0,0
DH_15903,0,0,0,0,0,0,0,0
DH_15904,0,0,0,0,0,0,0,0
DH_15905,0,0,0,0,0,0,0,0
DH_15906,0,0,0,0,0,0,0,0
DH_15907,0,0,0,0,0,0,0,0
DH_15908,0,0,0,0,0,0,0,0
DH_15909,0,0,0,0,0,0,0,0
DH_15910,0,0,0,0,0,0,0,0
DH_15911,0,0,0,0,0,0,0,0
DH_15912,0,0,0,0,0,0,0,0
DH_15913,0,0,0,0,0,0,0,0
DH_15914,0,0,0,0,0,0,0,0
DH_15915,0,0,0,0,0,0,0,0
DH_15916,0,0,0,0,0,0,0,0
DH_15917,0,0,0,0,0,0,0,0
DH_15918,0,0,0,0,0,0,0,0
DH_15919,0,0,0,0,0,0,0,0
DH_15920,0,0,0,0,0,0,0,0
DH_15921,0,0,0,0,0,0,0,0
DH_15922,0,0,0,0,7,0,0,0
DH_15923,0,0,0,0,0,0,0,0
DH_15924,0,0,0,0,0,0,0,0
DH_15925,0,0,0,0,0,0,0,0
DH_15926,0,0,0,0,0,0,0,0
DH_15927,0,0,0,0,0,0,0,0
DH_15928,0,0,0,0,0,0,0,0
DH_15929,0,0,0,0,0,0,0,0
DH_15930,0,0,0,0,0,0,0,0
DH_15931,0,0,0,0,0,0,0,0
DH_15932,0,0,0,0,0,0,0,0
DH_15933,0,0,0,0,0,0,0,0
DH_15934,0,0,0,0,0,0,0,0
DH_15935,0,0,0,0,0,0,0,0
DH_15936,0,0,0,0,0,0,0,0
DH_15937,0,0,0,0,0,0,0,0
DH_15938,0,0,0,0,0,0,0,0
DH_15939,0,0,0,0,0,0,0,0
DH_15940,0,0,0,0,0,0,0,0
DH_15941,0,0,0,0,0,0,0,0
DH_15942,0,0,0,0,0,0,0,0
DH_15943,0,0,0,0,0,0,0,0
DH_15944,0,0,0,0,0,0,0,0
DH_15945,0,0,0,0,0,0,0,0
DH_15946,0,0,0,0,0,0,0,0
DH_15947,0,0,0,0,0,0,0,0
DH_15948,0,0,0,0,0,0,0,0
DH_15949,0,0,0,0,0,0,0,0
DH_15950,0,0,0,0,0,0,0,0
DH_15951,0,0,0,0,0,0,0,0
DH_15952,0,0,0,0,0,0,0,0
DH_15953,0,0,0,0,0,0,0,0
DH_15954,0,0,0,0,0,0,0,0
DH_15955,0,0,0,0,0,0,0,0
DH_15956,0,0,0,0,0,0,0,0
DH_15957,0,0,0,0,0,0,0,0
DH_15958,0,0,0,0,0,0,0,0
DH_15959,0,0,0,0,0,0,0,0
DH_15960,0,0,0,0,0,0,0,0
DH_15961,0,0,0,0,0,0,0,0
DH_15962,0,0,0,0,0,0,0,0
DH_15963,0,0,0,0,0,0,0,0
DH_15964,0,0,0,0,0,0,0,0
DH_15965,0,0,0,0,0,0,0,0
DH_15966,0,0,0,0,0,0,0,0
DH_15967,0,0,0,0,0,0,0,0
DH_15968,0,0,0,0,0,0,0,0
DH_15969,0,0,0,0,0,0,0,0
DH_15970,0,0,0,0,0,0,0,0
DH_15971,0,0,0,0,0,0,0,0
DH_15972,0,0,0,0,0,0,0,0
DH_15973,0,0,0,0,0,0,0,0
DH_15974,0,0,0,0,0,0,0,0
DH_15975,0,0,0,0,0,0,0,0
DH_15976,0,0,0,0,0,0,0,0
DH_15977,0,0,0,0,0,0,0,0
DH_15978,0,0,0,0,0,0,0,0
DH_15979,0,0,0,0,0,0,0,0
DH_15980,0,0,0,0,0,0,0,0
DH_15981,0,0,0,0,0,0,0,0
DH_15982,0,0,0,0,0,0,0,0
DH_15983,0,0,0,0,0,0,0,0
DH_15984,0,0,0,0,0,0,0,0
DH_15985,0,0,0,0,0,0,0,0
DH_15986,0,0,0,0,0,0,0,0
DH_15987,0,0,0,0,0,0,0,0
DH_15988,0,0,0,0,0,0,0,0
DH_15989,0,0,0,0,0,0,0,0
DH_15990,0,0,0,0,0,0,0,0
DH_15991,0,0,0,0,0,0,0,0
DH_15992,0,0,0,0,0,0,0,0
DH_15993,0,0,0,0,0,0,0,0
DH_15994,0,0,0,0,0,0,0,0
DH_15995,0,0,0,0,0,0,0,0
DH_15996,0,0,0,0,0,0,0,0
DH_15997,0,0,0,0,0,0,0,0
DH_15998,0,0,0,0,0,0,0,0
DH_15999,0,0,0,0,0,0,0,0
DH_16000,0,0,0,0,0,0,0,0
DH_16001,0,0,0,0,0,0,0,0
DH_16002,0,0,0,0,0,0,0,0
DH_16003,0,0,0,0,0,0,0,0
DH_16004,0,0,0,0,0,0,0,0
DH_16005,0,0,0,0,0,0,0,0
DH_16006,0,0,0,0,0,0,0,0
DH_16007,0,0,0,0,0,0,0,0
DH_16008,0,0,0,0,0,0,0,0
DH_16009,0,0,0,0,0,0,0,0
DH_16010,0,0,0,0,0,0,0,0
DH_16011,0,0,0,0,0,0,0,0
DH_16012,0,0,0,0,0,0,0,0
DH_16013,0,0,0,0,0,0,0,0
DH_16014,0,0,0,0,0,0,0,0
DH_16015,0,0,0,0,0,0,0,0
DH_16016,0,0,0,0,0,0,0,0
DH_16017,0,0,0,0,0,0,0,0
DH_16018,0,0,0,0,0,0,0,0
DH_16019,0,0,0,0,0,0,0,0
DH_16020,0,0,0,0,0,0,0,0
DH_16021,0,0,0,0,0,0,0,0
DH_16022,0,0,0,0,0,0,0,0
DH_16023,0,0,0,0,0,0,0,0
DH_16024,0,0,0,0,0,0,0,0
DH_16025,0,0,0,0,0,0,0,0
DH_16026,0,0,0,0,0,0,0,0
DH_16027,0,0,0,0,0,0,0,0
DH_16028,0,0,0,0,0,0,0,0
DH_16029,0,0,0,0,0,0,0,0
DH_16030,0,0,0,0,0,0,0,0
DH_16031,0,0,0,0,0,0,0,0
DH_16032,0,0,0,0,0,0,0,0
DH_16033,0,0,0,0,0,0,0,0
DH_16034,0,0,0,0,0,0,0,0
DH_16035,0,0,0,0,0,0,0,0
DH_16036,0,0,0,0,0,0,0,0
DH_16037,0,0,0,0,0,0,0,0
DH_16038,0,0,0,0,0,0,0,0
DH_16039,0,0,0,0,0,0,0,0
DH_16040,0,0,0,0,0,0,0,0
DH_16041,0,0,0,0,0,0,0,0
DH_16042,0,0,0,0,0,0,0,0
DH_16043,0,0,0,0,0,0,0,0
DH_16044,0,0,0,0,0,0,0,0
DH_16045,0,0,0,0,0,0,0,0
DH_16046,0,0,0,0,0,0,0,0
DH_16047,0,0,0,0,0,0,0,0
DH_16048,0,0,0,0,0,0,0,0
DH_16049,0,0,0,0,0,0,0,0
DH_16050,0,0,0,0,0,0,0,0
DH_16051,0,0,0,0,0,0,0,0
DH_16052,0,0,0,0,0,0,0,0
DH_16053,0,0,0,0,0,0,0,0
DH_16054,0,0,0,0,0,0,0,0
DH_16055,0,0,0,0,0,0,0,0
DH_16056,0,0,0,0,0,0,0,0
DH_16057,0,0,0,0,0,0,0,0
DH_16058,0,0,0,0,0,0,0,0
DH_16059,0,0,0,0,0,0,0,0
DH_16060,0,0,0,0,0,0,0,0
DH_16061,0,0,0,0,0,0,0,0
DH_16062,0,0,0,0,0,0,0,0
DH_16063,0,0,0,0,0,0,0,0
DH_16064,0,0,0,0,0,0,0,0
DH_16065,0,0,0,0,0,0,0,0
DH_16066,0,0,0,0,0,0,0,0
DH_16067,0,0,0,0,0,0,0,0
DH_16068,0,0,0,0,0,0,0,0
DH_16069,0,0,0,0,0,0,0,0
DH_16070,0,0,0,0,0,0,0,0
DH_16071,0,0,0,0,0,0,0,0
DH_16072,0,0,0,0,0,0,0,0
DH_16073,0,0,0,0,0,0,0,0
DH_16074,0,0,0,0,0,0,0,0
DH_16075,0,0,0,0,0,0,0,0
DH_16076,0,0,0,0,0,0,0,0
DH_16077,0,0,0,0,0,0,0,0
DH_16078,0,0,0,0,0,0,0,0
DH_16079,0,0,0,0,0,0,0,0
DH_16080,0,0,0,0,0,0,0,0
DH_16081,0,0,0,0,0,0,0,0
DH_16082,0,0,0,0,0,0,0,0
DH_16083,0,0,0,0,0,0,0,0
DH_16084,0,0,0,0,0,0,0,0
DH_16085,0,0,0,0,0,0,0,0
DH_16086,0,0,0,0,0,0,0,0
DH_16087,0,0,0,0,0,0,0,0
DH_16088,0,0,0,0,0,0,0,0
DH_16089,0,0,0,0,0,0,0,0
DH_16090,0,0,0,0,0,0,0,0
DH_16091,0,0,0,0,0,0,0,0
DH_16092,0,0,0,0,0,0,0,0
DH_16093,0,0,0,0,0,0,0,0
DH_16094,0,0,0,0,0,0,0,0
DH_16095,0,0,0,0,0,0,0,0
DH_16096,0,0,0,0,0,0,0,0
DH_16097,0,0,0,0,0,0,0,0
DH_16098,0,0,0,0,0,3,0,0
DH_16099,0,0,0,0,0,0,0,0
DH_16100,0,0,0,0,0,0,0,0
DH_16101,0,0,0,0,0,0,0,0
DH_16102,0,0,0,0,0,0,0,0
DH_16103,0,0,0,0,0,0,0,0
DH_16104,0,0,0,0,0,0,0,0
DH_16105,0,0,0,0,0,0,0,0
DH_16106,0,0,0,0,0,0,0,0
DH_16107,0,0,0,0,0,0,0,0
DH_16108,0,0,0,0,0,0,0,0
DH_16109,0,0,0,0,0,0,0,0
DH_16110,0,0,0,0,0,0,0,0
DH_16111,0,0,0,0,0,0,0,0
DH_16112,0,0,0,0,0,0,0,0
DH_16113,0,0,0,0,0,0,0,0
DH_16114,0,0,0,0,0,0,0,0
DH_16115,0,0,0,0,0,0,0,0
DH_16116,0,0,0,0,0,0,0,0
DH_16117,0,0,0,0,0,0,0,0
DH_16118,0,0,0,0,0,0,0,0
DH_16119,0,0,0,0,0,0,0,0
DH_16120,0,0,0,0,0,0,0,0
DH_16121,0,0,0,0,0,0,0,0
DH_16122,0,0,0,0,0,0,0,0
DH_16123,0,0,0,0,0,0,0,0
DH_16124,0,0,0,0,0,0,0,0
