Seq,Phylum,Class,Order,Family,Genus,Lineage
DH_5104,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_5107,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_5108,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_5112,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_5113,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_5114,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_5119,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_5125,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5,Woesearchaeales
DH_5126,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_5154,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5,Woesearchaeales
DH_5170,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_5191,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_5198,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5,Woesearchaeales
DH_5206,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA286-E23,Woesearchaeales
DH_5227,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_5234,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_5264,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA286-E23,Woesearchaeales
DH_5266,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_5274,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_5276,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA286-E23,Woesearchaeales
DH_5287,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_5289,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_5291,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_5292,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_5298,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_5306,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_5322,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_5324,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_5328,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5,Woesearchaeales
DH_5331,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_5343,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA286-E23,Woesearchaeales
DH_5369,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_5411,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_5415,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_5432,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA286-E23,Woesearchaeales
DH_5496,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_5506,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_5509,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA286-E23,Woesearchaeales
DH_5512,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_5519,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_5522,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_5523,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5,Woesearchaeales
DH_5527,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_5545,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_5563,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,Woesearchaeales
DH_5599,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,Woesearchaeales
DH_5630,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_5635,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_5646,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_5663,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA286-E23,Woesearchaeales
DH_5718,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_5723,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_5762,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_5763,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_5784,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_5790,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5,Woesearchaeales
DH_5793,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_5794,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_5800,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_5803,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_5804,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_5809,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5,Woesearchaeales
DH_5822,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5,Woesearchaeales
DH_5836,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_5845,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_5909,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5,Woesearchaeales
DH_5917,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_5927,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA286-E23,Woesearchaeales
DH_5929,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_5942,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6001,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6006,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6009,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA286-E23,Woesearchaeales
DH_6011,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6024,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011,Woesearchaeales
DH_6036,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6037,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5,Woesearchaeales
DH_6041,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6047,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6066,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6069,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6110,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,Woesearchaeales
DH_6111,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6127,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6187,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6193,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5,Woesearchaeales
DH_6222,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6224,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6229,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6234,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6250,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6251,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA286-E23,Woesearchaeales
DH_6252,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6262,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6302,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6325,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6333,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5,Woesearchaeales
DH_6342,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6351,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5,Woesearchaeales
DH_6352,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5,Woesearchaeales
DH_6353,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6354,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5,Woesearchaeales
DH_6356,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6363,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6372,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6404,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6409,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6413,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,Woesearchaeales
DH_6417,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6421,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6431,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6466,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6490,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6497,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6515,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6549,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6556,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,Woesearchaeales
DH_6561,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6570,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6572,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6582,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA286-E23,Woesearchaeales
DH_6587,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6595,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6599,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6606,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6622,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6661,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5,Woesearchaeales
DH_6669,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6675,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6677,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6728,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6736,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6740,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6742,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6758,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5,Woesearchaeales
DH_6774,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011,Woesearchaeales
DH_6820,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5,Woesearchaeales
DH_6837,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,Woesearchaeales
DH_6896,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5,Woesearchaeales
DH_6897,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6930,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6936,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6952,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6955,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6956,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6959,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6969,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6970,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6980,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6982,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_6984,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA286-E23,Woesearchaeales
DH_7010,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011,Woesearchaeales
DH_7016,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,Woesearchaeales
DH_7024,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5,Woesearchaeales
DH_7025,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7027,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7031,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7038,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5,Woesearchaeales
DH_7051,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,Woesearchaeales
DH_7057,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA286-E23,Woesearchaeales
DH_7074,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5,Woesearchaeales
DH_7087,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7107,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7110,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA286-E23,Woesearchaeales
DH_7138,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7141,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7154,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7174,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5,Woesearchaeales
DH_7179,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7186,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7190,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7191,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7195,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7197,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7200,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7220,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5,Woesearchaeales
DH_7225,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7230,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7231,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7233,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7247,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7275,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7277,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7281,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7284,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7285,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7286,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7287,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7288,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5,Woesearchaeales
DH_7290,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,Woesearchaeales
DH_7293,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7299,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7301,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7306,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7307,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5,Woesearchaeales
DH_7313,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7319,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7324,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5,Woesearchaeales
DH_7367,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7372,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA286-E23,Woesearchaeales
DH_7427,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5,Woesearchaeales
DH_7465,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA286-E23,Woesearchaeales
DH_7503,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,Woesearchaeales
DH_7505,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7506,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7511,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7534,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA286-E23,Woesearchaeales
DH_7567,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7572,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5,Woesearchaeales
DH_7583,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7590,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7613,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7662,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7664,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7666,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5,Woesearchaeales
DH_7675,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7684,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7728,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7763,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7772,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7785,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5,Woesearchaeales
DH_7791,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7796,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7797,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7804,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7810,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7813,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7816,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7823,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA286-E23,Woesearchaeales
DH_7846,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA286-E23,Woesearchaeales
DH_7850,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7867,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7880,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7892,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA286-E23,Woesearchaeales
DH_7918,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7935,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7967,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,Woesearchaeales
DH_7977,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7988,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_7997,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_8004,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA286-E23,Woesearchaeales
DH_8006,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_8009,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5,Woesearchaeales
DH_8014,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_8018,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,Woesearchaeales
DH_8022,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_8047,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA286-E23,Woesearchaeales
DH_8051,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA286-E23,Woesearchaeales
DH_8052,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5,Woesearchaeales
DH_8068,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_8070,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_8071,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_8096,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_8106,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_8137,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,Woesearchaeales
DH_8138,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA286-E23,Woesearchaeales
