"","Expt","Timepoint","Date","Time","Day","Sample","Treatment","Cells_mL","DOC","lncellsml","INT_DOC","delta_cells","delta_doc","Bottle","stationary","t_gen"
"430","DH36","T11","21/08/2018","16:30",11.86,"F","D/S",14.39,88.06,2.67,88.06,-3.12,9.33,"D",7.8,0.4
"431","DH36","T11","21/08/2018","16:30",11.86,"F","D/S",14.39,88.06,2.67,88.06,-3.12,9.33,"E",7.6,0.1
"432","DH36","T11","21/08/2018","16:30",11.86,"F","D/S",14.39,88.06,2.67,88.06,-3.12,9.33,"F",7.8,0.1
"433","DH36","T12","26/08/2018","16:30",16.86,"A","S/S",8.15,NA,2.1,87.406280623608,0.300000000000001,10.913719376392,"A",7.2,0.4
"434","DH36","T12","26/08/2018","16:30",16.86,"A","S/S",8.15,NA,2.1,87.406280623608,0.300000000000001,10.913719376392,"B",8.8,1
"435","DH36","T12","26/08/2018","16:30",16.86,"A","S/S",8.15,NA,2.1,87.406280623608,0.300000000000001,10.913719376392,"C",7.2,0.4
"436","DH36","T12","26/08/2018","16:30",16.86,"A","S/S",8.15,NA,2.1,87.406280623608,0.300000000000001,10.913719376392,"D",7.8,0.4
"437","DH36","T12","26/08/2018","16:30",16.86,"A","S/S",8.15,NA,2.1,87.406280623608,0.300000000000001,10.913719376392,"E",7.6,0.1
"438","DH36","T12","26/08/2018","16:30",16.86,"A","S/S",8.15,NA,2.1,87.406280623608,0.300000000000001,10.913719376392,"F",7.8,0.1
"439","DH36","T12","26/08/2018","16:30",16.86,"B","S/S",9.35,NA,2.24,84.6806013363029,1.24,10.6593986636971,"A",7.2,0.4
"440","DH36","T12","26/08/2018","16:30",16.86,"B","S/S",9.35,NA,2.24,84.6806013363029,1.24,10.6593986636971,"B",8.8,1
"441","DH36","T12","26/08/2018","16:30",16.86,"B","S/S",9.35,NA,2.24,84.6806013363029,1.24,10.6593986636971,"C",7.2,0.4
"442","DH36","T12","26/08/2018","16:30",16.86,"B","S/S",9.35,NA,2.24,84.6806013363029,1.24,10.6593986636971,"D",7.8,0.4
"443","DH36","T12","26/08/2018","16:30",16.86,"B","S/S",9.35,NA,2.24,84.6806013363029,1.24,10.6593986636971,"E",7.6,0.1
"444","DH36","T12","26/08/2018","16:30",16.86,"B","S/S",9.35,NA,2.24,84.6806013363029,1.24,10.6593986636971,"F",7.8,0.1
"445","DH36","T12","26/08/2018","16:30",16.86,"C","S/D",14.17,NA,2.65,85.1377282850779,6.37,12.6922717149221,"A",7.2,0.4
"446","DH36","T12","26/08/2018","16:30",16.86,"C","S/D",14.17,NA,2.65,85.1377282850779,6.37,12.6922717149221,"B",8.8,1
"447","DH36","T12","26/08/2018","16:30",16.86,"C","S/D",14.17,NA,2.65,85.1377282850779,6.37,12.6922717149221,"C",7.2,0.4
"448","DH36","T12","26/08/2018","16:30",16.86,"C","S/D",14.17,NA,2.65,85.1377282850779,6.37,12.6922717149221,"D",7.8,0.4
"449","DH36","T12","26/08/2018","16:30",16.86,"C","S/D",14.17,NA,2.65,85.1377282850779,6.37,12.6922717149221,"E",7.6,0.1
"450","DH36","T12","26/08/2018","16:30",16.86,"C","S/D",14.17,NA,2.65,85.1377282850779,6.37,12.6922717149221,"F",7.8,0.1
"451","DH36","T12","26/08/2018","16:30",16.86,"D","S/D",14.44,NA,2.67,82.4383518930958,6.15,20.6116481069042,"A",7.2,0.4
"452","DH36","T12","26/08/2018","16:30",16.86,"D","S/D",14.44,NA,2.67,82.4383518930958,6.15,20.6116481069042,"B",8.8,1
"453","DH36","T12","26/08/2018","16:30",16.86,"D","S/D",14.44,NA,2.67,82.4383518930958,6.15,20.6116481069042,"C",7.2,0.4
"454","DH36","T12","26/08/2018","16:30",16.86,"D","S/D",14.44,NA,2.67,82.4383518930958,6.15,20.6116481069042,"D",7.8,0.4
"455","DH36","T12","26/08/2018","16:30",16.86,"D","S/D",14.44,NA,2.67,82.4383518930958,6.15,20.6116481069042,"E",7.6,0.1
"456","DH36","T12","26/08/2018","16:30",16.86,"D","S/D",14.44,NA,2.67,82.4383518930958,6.15,20.6116481069042,"F",7.8,0.1
"457","DH36","T12","26/08/2018","16:30",16.86,"E","D/S",15.03,NA,2.71,85.552004454343,-2.7,11.957995545657,"A",7.2,0.4
"458","DH36","T12","26/08/2018","16:30",16.86,"E","D/S",15.03,NA,2.71,85.552004454343,-2.7,11.957995545657,"B",8.8,1
"459","DH36","T12","26/08/2018","16:30",16.86,"E","D/S",15.03,NA,2.71,85.552004454343,-2.7,11.957995545657,"C",7.2,0.4
"460","DH36","T12","26/08/2018","16:30",16.86,"E","D/S",15.03,NA,2.71,85.552004454343,-2.7,11.957995545657,"D",7.8,0.4
"461","DH36","T12","26/08/2018","16:30",16.86,"E","D/S",15.03,NA,2.71,85.552004454343,-2.7,11.957995545657,"E",7.6,0.1
"462","DH36","T12","26/08/2018","16:30",16.86,"E","D/S",15.03,NA,2.71,85.552004454343,-2.7,11.957995545657,"F",7.8,0.1
"463","DH36","T12","26/08/2018","16:30",16.86,"F","D/S",14.59,NA,2.68,84.7637861915368,-2.92,12.6262138084632,"A",7.2,0.4
"464","DH36","T12","26/08/2018","16:30",16.86,"F","D/S",14.59,NA,2.68,84.7637861915368,-2.92,12.6262138084632,"B",8.8,1
"465","DH36","T12","26/08/2018","16:30",16.86,"F","D/S",14.59,NA,2.68,84.7637861915368,-2.92,12.6262138084632,"C",7.2,0.4
"466","DH36","T12","26/08/2018","16:30",16.86,"F","D/S",14.59,NA,2.68,84.7637861915368,-2.92,12.6262138084632,"D",7.8,0.4
"467","DH36","T12","26/08/2018","16:30",16.86,"F","D/S",14.59,NA,2.68,84.7637861915368,-2.92,12.6262138084632,"E",7.6,0.1
"468","DH36","T12","26/08/2018","16:30",16.86,"F","D/S",14.59,NA,2.68,84.7637861915368,-2.92,12.6262138084632,"F",7.8,0.1
"469","DH36","T13","30/08/2018","16:00",20.84,"A","S/S",8.24,84.88,2.11,84.88,0.390000000000001,13.44,"A",7.2,0.4
"470","DH36","T13","30/08/2018","16:00",20.84,"A","S/S",8.24,84.88,2.11,84.88,0.390000000000001,13.44,"B",8.8,1
"471","DH36","T13","30/08/2018","16:00",20.84,"A","S/S",8.24,84.88,2.11,84.88,0.390000000000001,13.44,"C",7.2,0.4
"472","DH36","T13","30/08/2018","16:00",20.84,"A","S/S",8.24,84.88,2.11,84.88,0.390000000000001,13.44,"D",7.8,0.4
"473","DH36","T13","30/08/2018","16:00",20.84,"A","S/S",8.24,84.88,2.11,84.88,0.390000000000001,13.44,"E",7.6,0.1
"474","DH36","T13","30/08/2018","16:00",20.84,"A","S/S",8.24,84.88,2.11,84.88,0.390000000000001,13.44,"F",7.8,0.1
"475","DH36","T13","30/08/2018","16:00",20.84,"B","S/S",9.21,80.12,2.22,80.12,1.1,15.22,"A",7.2,0.4
"476","DH36","T13","30/08/2018","16:00",20.84,"B","S/S",9.21,80.12,2.22,80.12,1.1,15.22,"B",8.8,1
"477","DH36","T13","30/08/2018","16:00",20.84,"B","S/S",9.21,80.12,2.22,80.12,1.1,15.22,"C",7.2,0.4
"478","DH36","T13","30/08/2018","16:00",20.84,"B","S/S",9.21,80.12,2.22,80.12,1.1,15.22,"D",7.8,0.4
"479","DH36","T13","30/08/2018","16:00",20.84,"B","S/S",9.21,80.12,2.22,80.12,1.1,15.22,"E",7.6,0.1
"480","DH36","T13","30/08/2018","16:00",20.84,"B","S/S",9.21,80.12,2.22,80.12,1.1,15.22,"F",7.8,0.1
"481","DH36","T13","30/08/2018","16:00",20.84,"C","S/D",14.22,83.13,2.65,83.13,6.42,14.7,"A",7.2,0.4
"482","DH36","T13","30/08/2018","16:00",20.84,"C","S/D",14.22,83.13,2.65,83.13,6.42,14.7,"B",8.8,1
"483","DH36","T13","30/08/2018","16:00",20.84,"C","S/D",14.22,83.13,2.65,83.13,6.42,14.7,"C",7.2,0.4
"484","DH36","T13","30/08/2018","16:00",20.84,"C","S/D",14.22,83.13,2.65,83.13,6.42,14.7,"D",7.8,0.4
"485","DH36","T13","30/08/2018","16:00",20.84,"C","S/D",14.22,83.13,2.65,83.13,6.42,14.7,"E",7.6,0.1
"486","DH36","T13","30/08/2018","16:00",20.84,"C","S/D",14.22,83.13,2.65,83.13,6.42,14.7,"F",7.8,0.1
"487","DH36","T13","30/08/2018","16:00",20.84,"D","S/D",13.9,79.46,2.63,79.46,5.61,23.59,"A",7.2,0.4
"488","DH36","T13","30/08/2018","16:00",20.84,"D","S/D",13.9,79.46,2.63,79.46,5.61,23.59,"B",8.8,1
"489","DH36","T13","30/08/2018","16:00",20.84,"D","S/D",13.9,79.46,2.63,79.46,5.61,23.59,"C",7.2,0.4
"490","DH36","T13","30/08/2018","16:00",20.84,"D","S/D",13.9,79.46,2.63,79.46,5.61,23.59,"D",7.8,0.4
"491","DH36","T13","30/08/2018","16:00",20.84,"D","S/D",13.9,79.46,2.63,79.46,5.61,23.59,"E",7.6,0.1
"492","DH36","T13","30/08/2018","16:00",20.84,"D","S/D",13.9,79.46,2.63,79.46,5.61,23.59,"F",7.8,0.1
"493","DH36","T13","30/08/2018","16:00",20.84,"E","D/S",12.76,84.28,2.55,84.28,-4.97,13.23,"A",7.2,0.4
"494","DH36","T13","30/08/2018","16:00",20.84,"E","D/S",12.76,84.28,2.55,84.28,-4.97,13.23,"B",8.8,1
"495","DH36","T13","30/08/2018","16:00",20.84,"E","D/S",12.76,84.28,2.55,84.28,-4.97,13.23,"C",7.2,0.4
"496","DH36","T13","30/08/2018","16:00",20.84,"E","D/S",12.76,84.28,2.55,84.28,-4.97,13.23,"D",7.8,0.4
"497","DH36","T13","30/08/2018","16:00",20.84,"E","D/S",12.76,84.28,2.55,84.28,-4.97,13.23,"E",7.6,0.1
"498","DH36","T13","30/08/2018","16:00",20.84,"E","D/S",12.76,84.28,2.55,84.28,-4.97,13.23,"F",7.8,0.1
"499","DH36","T13","30/08/2018","16:00",20.84,"F","D/S",11.96,82.14,2.48,82.14,-5.55,15.25,"A",7.2,0.4
"500","DH36","T13","30/08/2018","16:00",20.84,"F","D/S",11.96,82.14,2.48,82.14,-5.55,15.25,"B",8.8,1
"501","DH36","T13","30/08/2018","16:00",20.84,"F","D/S",11.96,82.14,2.48,82.14,-5.55,15.25,"C",7.2,0.4
"502","DH36","T13","30/08/2018","16:00",20.84,"F","D/S",11.96,82.14,2.48,82.14,-5.55,15.25,"D",7.8,0.4
"503","DH36","T13","30/08/2018","16:00",20.84,"F","D/S",11.96,82.14,2.48,82.14,-5.55,15.25,"E",7.6,0.1
"504","DH36","T13","30/08/2018","16:00",20.84,"F","D/S",11.96,82.14,2.48,82.14,-5.55,15.25,"F",7.8,0.1
